卖方客户,品种,货物编号,货物数量（张）,仓库,品牌,产地,年度,等级,类别
999900001410,CF,CF2020011107605,5,324,,新疆,1920,3128C,S4U2P2
999900001410,CF,CF2020011102395,2,319,,新疆,1920,3127C,S1U3P2
999900001410,CF,CF2020011107067,3,320,,新疆,2020,4132A,S3U2P2
999900001410,CF,CF2020011102730,7,320,,非新疆,1920,2230B,S4U3P2
999900001410,CF,CF2020011108925,1,332,,新疆,2020,2129C,S1U2P2
999900001410,CF,CF2020011104550,7,314,,非新疆,1920,1127C,S4U3P1
999900001410,CF,CF2020011104525,3,333,,新疆,1920,1130C,S3U3P2
999900001411,CF,CF2020011108801,9,305,,非新疆,1920,3130B,S2U2P2
999900001411,CF,CF2020011104806,1,305,,非新疆,1920,2131B,S2U2P2
999900001411,CF,CF2020011101706,8,328,,新疆,1920,2229C,S1U2P2
999900001411,CF,CF2020011102235,7,323,,非新疆,1920,1129A,S1U2P2
999900001411,CF,CF2020011105268,1,303,,非新疆,2020,1228A,S4U2P2
999900001412,CF,CF2020011103811,5,323,,新疆,2020,3128B,S4U3P3
999900001412,CF,CF2020011109602,8,309,,非新疆,1920,4129B,S2U3P2
999900001412,CF,CF2020011107668,2,328,,新疆,1920,2128C,S2U4P2
999900001412,CF,CF2020011102723,3,324,,非新疆,2020,4130C,S4U3P1
999900001412,CF,CF2020011104966,9,335,,非新疆,2020,2131A,S1U2P2
999900001412,CF,CF2020011102189,1,325,,非新疆,1920,2127A,S2U3P2
999900001413,CF,CF2020011107635,1,304,,非新疆,2020,2129C,S2U2P2
999900001413,CF,CF2020011108424,9,331,,非新疆,2020,2131B,S3U3P1
999900001413,CF,CF2020011103020,3,317,,新疆,2020,2228A,S1U2P2
999900001413,CF,CF2020011103966,4,335,,非新疆,2020,3132B,S4U4P2
999900001413,CF,CF2020011102043,9,311,,非新疆,1920,3127B,S1U2P3
999900001413,CF,CF2020011107618,9,323,,新疆,1920,3129A,S2U2P1
999900001413,CF,CF2020011105049,9,307,,新疆,1920,3127C,S3U3P1
999900001413,CF,CF2020011102419,9,335,,新疆,1920,3131B,S2U3P3
999900001414,CF,CF2020011100853,5,320,,非新疆,2020,4131A,S3U3P1
999900001414,CF,CF2020011104182,1,333,,新疆,2020,3127A,S2U2P3
999900001415,CF,CF2020011105810,5,331,,非新疆,2020,1227B,S2U3P2
999900001415,CF,CF2020011109306,9,313,,非新疆,1920,4128C,S2U3P2
999900001415,CF,CF2020011109256,7,331,,非新疆,1920,1229A,S3U3P2
999900001415,CF,CF2020011103575,6,308,,新疆,1920,1130A,S3U3P3
999900001415,CF,CF2020011105771,8,332,,新疆,2020,2130C,S2U2P3
999900001415,CF,CF2020011106375,9,303,,新疆,1920,2130C,S2U3P3
999900001415,CF,CF2020011108422,5,307,,新疆,1920,2228A,S4U3P1
999900001415,CF,CF2020011104437,9,326,,非新疆,2020,2131A,S2U3P1
999900001415,CF,CF2020011107040,1,311,,非新疆,1920,1128A,S2U2P2
999900001416,CF,CF2020011106854,5,335,,非新疆,1920,3128A,S3U3P3
999900001417,CF,CF2020011100168,4,324,,新疆,1920,2129B,S4U3P1
999900001417,CF,CF2020011102981,6,309,,非新疆,1920,2128B,S3U3P3
999900001417,CF,CF2020011105283,8,304,,新疆,1920,1230B,S3U2P1
999900001417,CF,CF2020011101204,4,331,,新疆,1920,2129C,S4U3P3
999900001417,CF,CF2020011105300,5,327,,非新疆,2020,4131A,S1U3P2
999900001417,CF,CF2020011107251,1,327,,非新疆,1920,2128C,S3U3P2
999900001417,CF,CF2020011102695,5,311,,非新疆,2020,2228C,S4U3P1
999900001417,CF,CF2020011103630,3,309,,新疆,1920,3130A,S1U3P3
999900001417,CF,CF2020011106271,1,327,,非新疆,2020,1131B,S3U2P2
999900001418,CF,CF2020011102272,5,317,,新疆,2020,1127C,S2U2P1
999900001418,CF,CF2020011107223,7,302,,非新疆,1920,1228A,S3U2P3
999900001418,CF,CF2020011109077,4,311,,新疆,2020,2131A,S3U2P2
999900001418,CF,CF2020011100981,5,319,,新疆,1920,4128B,S3U2P3
999900001418,CF,CF2020011108029,5,326,,非新疆,1920,4130C,S2U2P2
999900001418,CF,CF2020011106455,4,324,,新疆,1920,3129C,S4U4P2
999900001418,CF,CF2020011104542,9,308,,新疆,1920,1230A,S2U4P2
999900001418,CF,CF2020011104192,1,313,,非新疆,1920,1227A,S3U2P1
999900001419,CF,CF2020011100066,1,325,,非新疆,2020,2228C,S4U4P2
999900001419,CF,CF2020011100436,2,301,,新疆,2020,1229C,S3U3P3
999900001419,CF,CF2020011103357,7,331,,非新疆,2020,2229A,S2U2P3
999900001420,CF,CF2020011109321,8,319,,非新疆,1920,4130C,S4U3P3
999900001420,CF,CF2020011109829,7,335,,非新疆,1920,1227B,S2U3P1
999900001420,CF,CF2020011101238,3,322,,新疆,1920,3131A,S2U4P2
999900001420,CF,CF2020011101194,8,327,,非新疆,1920,1227A,S1U2P3
999900001420,CF,CF2020011107773,4,309,,新疆,2020,3128B,S3U2P3
999900001420,CF,CF2020011104629,3,311,,新疆,1920,2229B,S3U2P3
999900001420,CF,CF2020011104108,4,332,,非新疆,1920,2128B,S2U2P1
999900001420,CF,CF2020011104656,5,324,,非新疆,1920,2129C,S4U3P2
999900001420,CF,CF2020011103811,9,323,,新疆,2020,3128B,S4U3P3
999900001421,CF,CF2020011109478,9,308,,新疆,1920,1129A,S4U3P1
999900001421,CF,CF2020011104376,5,334,,非新疆,1920,2130C,S4U4P2
999900001421,CF,CF2020011101356,7,331,,新疆,2020,1129A,S3U2P3
999900001421,CF,CF2020011109121,4,314,,新疆,2020,1227A,S4U4P2
999900001421,CF,CF2020011101772,8,332,,非新疆,1920,2131B,S2U3P2
999900001421,CF,CF2020011101062,7,309,,非新疆,2020,1227B,S2U2P1
999900001421,CF,CF2020011102189,2,325,,非新疆,1920,2127A,S2U3P2
999900001422,CF,CF2020011102907,2,332,,新疆,1920,4132B,S2U4P2
999900001422,CF,CF2020011106627,4,322,,新疆,2020,4132A,S2U3P2
999900001423,CF,CF2020011102449,3,302,,非新疆,2020,2130B,S3U3P1
999900001423,CF,CF2020011104666,9,308,,非新疆,2020,1228B,S2U2P1
999900001423,CF,CF2020011103122,3,333,,非新疆,2020,3132B,S2U2P3
999900001424,CF,CF2020011100611,6,310,,新疆,2020,2128C,S2U4P2
999900001424,CF,CF2020011105510,3,301,,新疆,1920,2129B,S4U3P3
999900001425,CF,CF2020011107896,9,317,,新疆,1920,3132B,S4U2P2
999900001425,CF,CF2020011103388,9,322,,新疆,2020,3129C,S3U3P3
999900001425,CF,CF2020011106215,4,305,,非新疆,1920,1128C,S3U2P2
999900001425,CF,CF2020011103513,5,305,,非新疆,1920,2130C,S4U2P2
999900001425,CF,CF2020011108711,3,307,,非新疆,2020,2227A,S2U3P3
999900001425,CF,CF2020011102544,8,325,,新疆,2020,4130B,S4U3P1
999900001425,CF,CF2020011103006,5,324,,新疆,2020,2227A,S2U3P1
999900001426,CF,CF2020011100701,1,307,,非新疆,1920,1129A,S3U3P2
999900001426,CF,CF2020011104441,4,308,,新疆,1920,4130B,S1U2P3
999900001426,CF,CF2020011109678,4,304,,新疆,1920,2131B,S4U3P3
999900001426,CF,CF2020011103852,2,308,,非新疆,2020,2130A,S4U2P2
999900001426,CF,CF2020011102090,3,329,,新疆,1920,2129A,S3U3P1
999900001426,CF,CF2020011108591,6,310,,非新疆,2020,1228B,S2U3P2
999900001427,CF,CF2020011106092,7,306,,新疆,2020,1130B,S2U3P1
999900001427,CF,CF2020011101294,7,319,,非新疆,1920,1228A,S2U2P1
999900001427,CF,CF2020011106325,5,306,,新疆,1920,1130B,S3U3P3
999900001427,CF,CF2020011106486,1,305,,新疆,2020,3128C,S2U3P2
999900001428,CF,CF2020011103935,7,322,,新疆,1920,3130B,S2U3P1
999900001429,CF,CF2020011108252,9,306,,非新疆,1920,4131B,S4U3P3
999900001429,CF,CF2020011101384,9,330,,非新疆,2020,3128B,S1U2P2
999900001429,CF,CF2020011104087,9,314,,新疆,2020,1230A,S1U2P3
999900001430,CF,CF2020011101366,6,322,,非新疆,1920,1129B,S3U3P2
999900001430,CF,CF2020011107307,9,333,,非新疆,1920,1128B,S1U2P2
999900001430,CF,CF2020011101984,3,309,,非新疆,1920,3130A,S2U2P3
999900001430,CF,CF2020011101204,6,331,,新疆,1920,2129C,S4U3P3
999900001430,CF,CF2020011102928,2,306,,非新疆,2020,3128C,S1U2P3
999900001431,CF,CF2020011100038,3,330,,新疆,1920,2230B,S4U2P2
999900001431,CF,CF2020011107177,9,334,,新疆,1920,1228C,S2U2P3
999900001431,CF,CF2020011108627,9,301,,非新疆,1920,1228B,S4U3P2
999900001431,CF,CF2020011104266,9,331,,新疆,2020,2127C,S2U3P3
999900001431,CF,CF2020011104891,1,326,,非新疆,2020,2129A,S2U2P3
999900001432,CF,CF2020011101012,2,302,,非新疆,1920,2230B,S2U2P2
999900001432,CF,CF2020011109633,3,301,,新疆,2020,4129A,S2U2P1
999900001432,CF,CF2020011104901,3,304,,新疆,1920,3128A,S2U4P2
999900001433,CF,CF2020011101501,9,301,,非新疆,2020,1228B,S4U3P3
999900001433,CF,CF2020011107821,4,317,,新疆,1920,2130C,S3U2P1
999900001433,CF,CF2020011100515,9,309,,新疆,1920,1127C,S3U4P2
999900001434,CF,CF2020011104251,9,331,,新疆,2020,3128B,S3U3P2
999900001434,CF,CF2020011100073,9,324,,新疆,2020,3132B,S3U2P2
999900001434,CF,CF2020011109847,8,311,,新疆,2020,2227B,S4U4P2
999900001434,CF,CF2020011107576,6,326,,新疆,1920,1229A,S3U2P3
999900001434,CF,CF2020011107701,5,301,,新疆,2020,1229A,S2U3P2
999900001434,CF,CF2020011100897,1,334,,新疆,2020,2128C,S3U3P1
999900001434,CF,CF2020011106957,9,313,,新疆,2020,3128A,S2U3P1
999900001434,CF,CF2020011108758,3,308,,非新疆,1920,1129C,S3U3P2
999900001434,CF,CF2020011100900,7,322,,非新疆,2020,2228B,S1U3P3
999900001435,CF,CF2020011105100,3,331,,新疆,2020,4129C,S2U2P2
999900001435,CF,CF2020011104369,5,319,,非新疆,1920,3128B,S4U3P2
999900001435,CF,CF2020011105248,5,330,,新疆,1920,2229C,S4U3P3
999900001435,CF,CF2020011107935,9,314,,新疆,1920,4131A,S3U3P2
999900001435,CF,CF2020011100946,6,335,,新疆,2020,2230B,S3U2P1
999900001435,CF,CF2020011106742,5,317,,非新疆,1920,1228B,S3U4P2
999900001436,CF,CF2020011102093,2,302,,非新疆,1920,3129A,S2U2P3
999900001436,CF,CF2020011101164,9,304,,非新疆,2020,4128B,S3U2P3
999900001436,CF,CF2020011107893,1,322,,非新疆,2020,1129A,S3U2P1
999900001436,CF,CF2020011105575,6,322,,非新疆,2020,2227A,S3U2P3
999900001436,CF,CF2020011109389,9,314,,非新疆,2020,4129C,S4U3P1
999900001436,CF,CF2020011104712,5,317,,新疆,2020,1229B,S3U3P1
999900001436,CF,CF2020011101507,6,328,,非新疆,2020,4128C,S2U2P3
999900001436,CF,CF2020011107934,6,319,,非新疆,2020,1230B,S2U3P1
999900001437,CF,CF2020011108013,1,313,,新疆,1920,4129B,S3U3P3
999900001437,CF,CF2020011104208,7,305,,非新疆,1920,2129A,S2U2P3
999900001437,CF,CF2020011107825,1,313,,非新疆,1920,1130C,S2U3P2
999900001437,CF,CF2020011100755,5,308,,非新疆,1920,2230B,S2U3P3
999900001437,CF,CF2020011104580,9,335,,非新疆,1920,2127B,S2U3P3
999900001438,CF,CF2020011100286,5,327,,新疆,2020,1228A,S2U4P2
999900001438,CF,CF2020011107996,4,307,,新疆,2020,2227A,S1U2P2
999900001438,CF,CF2020011108806,8,329,,新疆,1920,1127B,S3U3P1
999900001438,CF,CF2020011106707,8,335,,非新疆,1920,2229C,S2U2P1
999900001438,CF,CF2020011101151,2,304,,非新疆,1920,1129C,S3U2P2
999900001438,CF,CF2020011107587,1,327,,新疆,1920,4128B,S2U3P1
999900001438,CF,CF2020011102210,7,320,,非新疆,2020,3131A,S3U4P2
999900001438,CF,CF2020011101777,4,302,,新疆,1920,4132A,S2U3P1
999900001438,CF,CF2020011102744,7,331,,新疆,1920,3127B,S1U3P3
999900001439,CF,CF2020011100865,3,307,,非新疆,2020,2131B,S4U3P1
999900001439,CF,CF2020011102068,5,302,,新疆,1920,2227A,S1U3P2
999900001439,CF,CF2020011108529,6,304,,新疆,1920,3127A,S4U3P1
999900001439,CF,CF2020011103807,1,309,,新疆,2020,4128C,S2U3P1
999900001439,CF,CF2020011105080,7,314,,新疆,2020,2130C,S2U4P2
999900001439,CF,CF2020011101482,9,334,,新疆,1920,1127B,S3U4P2
999900001439,CF,CF2020011108786,8,325,,新疆,2020,4130A,S2U3P3
999900001440,CF,CF2020011104701,9,327,,非新疆,2020,1228C,S1U3P2
999900001440,CF,CF2020011106753,9,333,,新疆,1920,3129C,S2U4P2
999900001441,CF,CF2020011108585,3,303,,非新疆,1920,4129C,S4U2P2
999900001441,CF,CF2020011108421,7,327,,非新疆,2020,1229A,S2U3P2
999900001441,CF,CF2020011109876,2,320,,非新疆,1920,2128A,S3U2P1
999900001441,CF,CF2020011101811,7,325,,新疆,1920,3132B,S1U3P3
999900001441,CF,CF2020011106072,2,307,,非新疆,1920,4129C,S3U3P2
999900001441,CF,CF2020011103671,7,326,,新疆,2020,2128C,S2U2P3
999900001441,CF,CF2020011105305,2,323,,新疆,1920,4132B,S2U2P2
999900001442,CF,CF2020011104139,1,305,,新疆,2020,1228A,S2U3P1
999900001443,CF,CF2020011105161,3,322,,非新疆,2020,3130C,S3U2P1
999900001443,CF,CF2020011107816,9,314,,新疆,2020,3128C,S3U3P3
999900001444,CF,CF2020011101032,7,329,,非新疆,2020,1230B,S1U2P2
999900001444,CF,CF2020011101134,9,311,,非新疆,2020,4130A,S1U3P2
999900001444,CF,CF2020011102222,1,313,,非新疆,2020,4132B,S4U3P2
999900001444,CF,CF2020011105667,5,310,,非新疆,2020,2130A,S3U2P2
999900001444,CF,CF2020011100020,3,327,,新疆,1920,2128B,S2U2P2
999900001444,CF,CF2020011105409,2,333,,新疆,2020,1127C,S2U2P3
999900001444,CF,CF2020011101471,2,323,,非新疆,1920,4132B,S3U3P3
999900001444,CF,CF2020011106897,1,308,,非新疆,1920,1227B,S2U3P1
999900001445,CF,CF2020011107821,6,317,,新疆,1920,2130C,S3U2P1
999900001445,CF,CF2020011101323,2,322,,新疆,1920,3127C,S1U2P3
999900001445,CF,CF2020011101664,3,325,,非新疆,1920,4132B,S2U3P3
999900001445,CF,CF2020011108769,8,334,,新疆,2020,4129C,S3U2P1
999900001445,CF,CF2020011108441,9,331,,新疆,2020,3128A,S1U3P2
999900001445,CF,CF2020011108644,4,306,,新疆,2020,4132A,S3U4P2
999900001445,CF,CF2020011106081,8,332,,新疆,2020,3130C,S1U3P3
999900001446,CF,CF2020011108866,7,314,,新疆,1920,1130C,S2U2P2
999900001446,CF,CF2020011109948,1,323,,非新疆,2020,4130B,S1U3P3
999900001446,CF,CF2020011102564,3,333,,新疆,1920,2228A,S1U2P2
999900001446,CF,CF2020011100168,2,324,,新疆,1920,2129B,S4U3P1
999900001446,CF,CF2020011103624,4,313,,非新疆,1920,3130C,S1U2P2
999900001446,CF,CF2020011104128,9,329,,非新疆,2020,2230B,S2U3P1
999900001446,CF,CF2020011100583,4,323,,新疆,1920,2129C,S2U2P3
999900001446,CF,CF2020011109837,3,311,,非新疆,1920,4131A,S3U2P2
999900001447,CF,CF2020011106333,5,323,,非新疆,1920,3127A,S2U2P3
999900001447,CF,CF2020011104776,3,324,,新疆,2020,2130B,S4U3P3
999900001447,CF,CF2020011104075,9,308,,新疆,1920,1229B,S1U2P2
999900001447,CF,CF2020011107588,3,311,,新疆,2020,2129C,S2U3P3
999900001447,CF,CF2020011109199,7,311,,非新疆,1920,4128A,S2U2P2
999900001447,CF,CF2020011100321,4,304,,非新疆,2020,2127A,S2U2P2
999900001448,CF,CF2020011101888,5,334,,非新疆,1920,1127B,S4U2P2
999900001448,CF,CF2020011105621,1,327,,新疆,1920,2129B,S1U2P3
999900001448,CF,CF2020011102566,1,334,,非新疆,2020,1130C,S3U2P1
999900001448,CF,CF2020011101678,1,307,,非新疆,1920,1230B,S2U3P1
999900001448,CF,CF2020011109235,2,314,,新疆,2020,2228B,S4U3P3
999900001449,CF,CF2020011102689,6,306,,新疆,2020,3127A,S3U2P3
999900001449,CF,CF2020011103819,8,307,,新疆,2020,3129A,S3U2P2
999900001449,CF,CF2020011106201,5,303,,非新疆,2020,3129B,S2U2P1
999900001449,CF,CF2020011102367,9,301,,非新疆,1920,1229B,S3U3P3
999900001449,CF,CF2020011105835,9,320,,非新疆,2020,1227B,S2U3P1
999900001449,CF,CF2020011103349,7,331,,非新疆,1920,2227A,S3U2P1
999900001449,CF,CF2020011105943,7,323,,非新疆,1920,1130A,S2U2P2
999900001450,CF,CF2020011106186,4,302,,新疆,1920,1127C,S3U4P2
999900001450,CF,CF2020011107288,4,330,,非新疆,2020,1128C,S2U2P3
999900001450,CF,CF2020011104450,1,308,,新疆,2020,4129B,S3U3P2
999900001450,CF,CF2020011109594,3,311,,非新疆,1920,2129B,S2U3P2
999900001450,CF,CF2020011107676,6,313,,新疆,2020,2228B,S2U3P2
999900001450,CF,CF2020011100224,3,303,,新疆,2020,1230B,S2U4P2
999900001450,CF,CF2020011105424,1,326,,非新疆,2020,3127A,S3U2P3
999900001451,CF,CF2020011102128,9,302,,非新疆,2020,4129B,S3U2P1
999900001451,CF,CF2020011102036,4,320,,新疆,2020,2131A,S2U2P2
999900001451,CF,CF2020011104861,5,308,,新疆,2020,2228A,S1U3P3
999900001451,CF,CF2020011104174,7,331,,新疆,2020,4129C,S3U2P1
999900001451,CF,CF2020011107058,8,322,,非新疆,1920,2127B,S3U4P2
999900001451,CF,CF2020011103792,6,305,,新疆,2020,1131B,S2U3P2
999900001451,CF,CF2020011100646,2,326,,新疆,2020,2129A,S3U3P1
999900001451,CF,CF2020011100193,5,308,,非新疆,2020,1129C,S3U2P3
999900001452,CF,CF2020011109144,8,332,,新疆,1920,4128C,S1U3P3
999900001452,CF,CF2020011108507,8,309,,非新疆,1920,3130A,S2U3P1
999900001452,CF,CF2020011105986,3,320,,新疆,2020,1129B,S4U3P3
999900001452,CF,CF2020011102614,3,313,,新疆,2020,1228B,S1U3P3
999900001452,CF,CF2020011109718,7,305,,非新疆,1920,3130A,S3U3P3
999900001452,CF,CF2020011107580,5,328,,非新疆,1920,1130B,S3U4P2
999900001452,CF,CF2020011108689,2,307,,非新疆,1920,2129C,S2U3P2
999900001452,CF,CF2020011103385,9,319,,新疆,1920,3128C,S4U3P3
999900001452,CF,CF2020011105890,6,332,,新疆,1920,1130C,S3U4P2
999900001453,CF,CF2020011106254,7,326,,非新疆,2020,1229C,S3U3P3
999900001454,CF,CF2020011103368,8,319,,新疆,2020,2130C,S4U3P1
999900001454,CF,CF2020011101894,8,304,,新疆,2020,1229B,S1U2P3
999900001454,CF,CF2020011105690,6,307,,新疆,2020,2131A,S3U3P1
999900001455,CF,CF2020011104241,8,304,,新疆,2020,4130A,S3U3P2
999900001455,CF,CF2020011106540,2,310,,新疆,1920,1229A,S3U3P3
999900001455,CF,CF2020011109403,5,333,,新疆,1920,4128A,S1U2P2
999900001456,CF,CF2020011109334,2,320,,非新疆,1920,2130C,S3U4P2
999900001456,CF,CF2020011108383,5,310,,新疆,2020,3127C,S1U3P2
999900001457,CF,CF2020011102198,3,334,,新疆,1920,4129B,S3U4P2
999900001457,CF,CF2020011106902,1,304,,非新疆,2020,3132B,S2U2P1
999900001457,CF,CF2020011109153,6,324,,非新疆,2020,2129B,S1U2P3
999900001457,CF,CF2020011103363,7,319,,新疆,2020,1131B,S4U4P2
999900001457,CF,CF2020011104956,5,326,,非新疆,2020,4128B,S3U2P1
999900001457,CF,CF2020011106359,6,303,,新疆,1920,2229A,S3U2P2
999900001458,CF,CF2020011101241,3,328,,非新疆,1920,2228C,S2U4P2
999900001458,CF,CF2020011109571,2,325,,新疆,1920,1228B,S3U2P2
999900001458,CF,CF2020011102045,9,322,,新疆,1920,2130C,S4U3P3
999900001459,CF,CF2020011108627,5,301,,非新疆,1920,1228B,S4U3P2
999900001459,CF,CF2020011104691,7,333,,非新疆,1920,1127B,S2U3P2
999900001459,CF,CF2020011103343,9,319,,新疆,1920,1227B,S3U3P2
999900001459,CF,CF2020011100772,1,328,,新疆,2020,4129B,S3U3P3
999900001459,CF,CF2020011102970,5,320,,新疆,1920,4132A,S1U2P3
999900001459,CF,CF2020011107654,7,306,,非新疆,1920,2228C,S2U2P1
999900001460,CF,CF2020011102887,5,311,,非新疆,2020,4131A,S2U2P1
999900001460,CF,CF2020011109236,3,331,,新疆,2020,1228C,S3U2P2
999900001460,CF,CF2020011102992,9,305,,新疆,2020,3128A,S1U2P2
999900001460,CF,CF2020011100257,7,324,,新疆,1920,1229A,S4U3P2
999900001460,CF,CF2020011102133,7,301,,非新疆,2020,1130B,S2U3P1
999900001460,CF,CF2020011101662,6,308,,新疆,1920,1228A,S2U3P3
999900001461,CF,CF2020011100802,2,314,,新疆,2020,2230B,S3U3P1
999900001461,CF,CF2020011103890,7,327,,新疆,1920,2229C,S4U3P3
999900001461,CF,CF2020011109512,7,335,,非新疆,2020,4132B,S1U2P3
999900001461,CF,CF2020011102096,3,313,,新疆,2020,2128B,S3U2P3
999900001462,CF,CF2020011101517,3,327,,非新疆,1920,4132B,S1U3P2
999900001462,CF,CF2020011103876,2,320,,非新疆,1920,2129B,S4U3P3
999900001462,CF,CF2020011100553,7,311,,新疆,1920,4130C,S2U2P2
999900001462,CF,CF2020011106054,8,326,,非新疆,2020,2129C,S1U2P2
999900001462,CF,CF2020011106816,4,306,,非新疆,1920,1129B,S4U3P3
999900001463,CF,CF2020011105184,7,320,,新疆,2020,4128A,S4U3P2
999900001463,CF,CF2020011107444,4,330,,新疆,2020,3127B,S1U2P3
999900001463,CF,CF2020011108496,4,332,,非新疆,1920,3130C,S2U2P3
999900001464,CF,CF2020011102600,7,328,,非新疆,2020,3130B,S4U4P2
999900001464,CF,CF2020011101194,6,327,,非新疆,1920,1227A,S1U2P3
999900001464,CF,CF2020011106051,7,309,,非新疆,2020,2130A,S3U4P2
999900001464,CF,CF2020011102892,7,333,,新疆,1920,2228B,S2U2P3
999900001464,CF,CF2020011100148,4,320,,新疆,2020,3130C,S1U3P3
999900001464,CF,CF2020011107281,4,335,,非新疆,1920,2227B,S3U4P2
999900001464,CF,CF2020011100432,7,332,,非新疆,2020,2227A,S4U3P1
999900001465,CF,CF2020011100343,4,310,,非新疆,1920,1227C,S2U2P1
999900001465,CF,CF2020011105864,8,331,,非新疆,2020,4128C,S1U2P2
999900001465,CF,CF2020011107122,4,305,,新疆,1920,3129C,S3U2P2
999900001465,CF,CF2020011109738,8,310,,非新疆,2020,3128A,S3U4P2
999900001465,CF,CF2020011100609,7,310,,新疆,1920,2227A,S4U2P2
999900001465,CF,CF2020011104504,8,311,,新疆,1920,3130A,S1U3P2
999900001465,CF,CF2020011106595,1,301,,非新疆,2020,4132A,S4U3P1
999900001465,CF,CF2020011108846,4,329,,新疆,1920,1128A,S3U2P1
999900001466,CF,CF2020011108372,5,334,,新疆,2020,4132A,S3U3P1
999900001466,CF,CF2020011108105,6,324,,非新疆,1920,4130B,S3U3P3
999900001467,CF,CF2020011101428,1,327,,非新疆,2020,2131A,S3U4P2
999900001467,CF,CF2020011106434,7,333,,非新疆,2020,1129B,S1U3P3
999900001467,CF,CF2020011103339,5,319,,新疆,1920,4132B,S4U4P2
999900001467,CF,CF2020011109478,7,308,,新疆,1920,1129A,S4U3P1
999900001467,CF,CF2020011100272,5,306,,新疆,2020,1127B,S2U2P2
999900001468,CF,CF2020011108541,6,331,,非新疆,1920,4129C,S3U2P3
999900001468,CF,CF2020011100614,3,308,,非新疆,1920,4129C,S1U2P3
999900001468,CF,CF2020011103935,5,322,,新疆,1920,3130B,S2U3P1
999900001468,CF,CF2020011107029,2,302,,非新疆,1920,1128A,S1U3P2
999900001468,CF,CF2020011104048,6,311,,非新疆,2020,4129B,S4U2P2
999900001468,CF,CF2020011105940,2,308,,非新疆,1920,1228C,S3U3P2
999900001468,CF,CF2020011109388,5,332,,新疆,2020,1227B,S1U2P2
999900001468,CF,CF2020011102730,6,320,,非新疆,1920,2230B,S4U3P2
999900001469,CF,CF2020011107001,7,310,,新疆,1920,1129C,S4U3P3
999900001470,CF,CF2020011104457,1,309,,非新疆,1920,2128B,S4U3P3
999900001470,CF,CF2020011103018,7,329,,新疆,1920,3130A,S4U3P3
999900001470,CF,CF2020011107312,3,331,,非新疆,2020,1128C,S4U3P2
999900001470,CF,CF2020011103511,7,330,,新疆,1920,1228C,S2U2P1
999900001470,CF,CF2020011106535,1,307,,新疆,1920,4132B,S2U3P2
999900001470,CF,CF2020011100808,5,305,,新疆,2020,1128B,S3U4P2
999900001471,CF,CF2020011105487,2,306,,新疆,1920,3127C,S3U2P3
999900001471,CF,CF2020011109146,1,333,,非新疆,2020,1127B,S2U3P3
999900001472,CF,CF2020011106919,7,314,,新疆,2020,1129A,S1U2P3
999900001472,CF,CF2020011109618,8,332,,非新疆,2020,1227A,S3U3P2
999900001472,CF,CF2020011105950,4,306,,新疆,1920,1127B,S1U2P3
999900001472,CF,CF2020011108567,5,303,,新疆,1920,1229C,S4U4P2
999900001472,CF,CF2020011105890,3,332,,新疆,1920,1130C,S3U4P2
999900001473,CF,CF2020011101278,8,334,,非新疆,2020,2128B,S2U3P1
999900001473,CF,CF2020011100193,4,308,,非新疆,2020,1129C,S3U2P3
999900001473,CF,CF2020011103225,9,325,,非新疆,1920,4129C,S3U3P1
999900001473,CF,CF2020011108853,3,324,,新疆,1920,2228A,S3U3P3
999900001473,CF,CF2020011109824,3,334,,非新疆,1920,4129B,S3U3P3
999900001473,CF,CF2020011102107,2,326,,非新疆,1920,1130C,S2U3P1
999900001473,CF,CF2020011109636,9,320,,非新疆,2020,3129A,S2U2P3
999900001473,CF,CF2020011109803,5,329,,新疆,2020,1129C,S3U3P2
999900001473,CF,CF2020011107591,2,314,,非新疆,2020,1229A,S1U3P3
999900001474,CF,CF2020011108336,9,328,,非新疆,1920,1230B,S1U3P2
999900001474,CF,CF2020011103679,7,331,,新疆,1920,4128B,S3U3P1
999900001474,CF,CF2020011102254,4,306,,新疆,2020,2228B,S2U2P3
999900001475,CF,CF2020011104537,3,309,,新疆,1920,3129A,S3U2P3
999900001476,CF,CF2020011105931,1,324,,非新疆,1920,2131A,S1U3P2
999900001476,CF,CF2020011109414,6,327,,新疆,2020,4128A,S4U3P2
999900001476,CF,CF2020011104214,3,324,,新疆,2020,2130C,S4U3P3
999900001476,CF,CF2020011104103,2,329,,非新疆,1920,4130C,S2U2P3
999900001476,CF,CF2020011107770,4,323,,新疆,1920,4128C,S2U2P2
999900001476,CF,CF2020011100448,8,317,,新疆,2020,2229A,S4U3P2
999900001477,CF,CF2020011106143,5,334,,非新疆,2020,3129A,S3U3P3
999900001477,CF,CF2020011101127,4,302,,新疆,1920,1228C,S4U2P2
999900001477,CF,CF2020011103399,3,323,,新疆,2020,2230B,S2U3P2
999900001477,CF,CF2020011106640,8,311,,非新疆,1920,1128C,S3U2P1
999900001477,CF,CF2020011108390,3,319,,新疆,1920,2127A,S4U2P2
999900001477,CF,CF2020011103794,7,305,,新疆,1920,4127B,S2U2P2
999900001477,CF,CF2020011109269,6,305,,非新疆,1920,1131B,S3U2P2
999900001478,CF,CF2020011104042,1,310,,非新疆,1920,3128A,S4U3P3
999900001478,CF,CF2020011109481,6,311,,新疆,2020,4127B,S2U2P2
